time,seconds_elapsed,z,y,x
1772735066695199200,0.06819921875,0.03521042959094047,-0.04416475695166736,-0.15963048038799316
1772735066705226200,0.078226318359375,0.03670329849720001,-0.004746062015928328,-0.12237318300353363
1772735066715252200,0.088252197265625,0.07471241889595985,0.017516951990127563,-0.05455943758012727
1772735066725279000,0.098279052734375,0.05106617037057876,-0.016105952681042254,0.0477591647144407
1772735066735306200,0.10830615234375,0.0355056131452322,-0.06306194778643548,0.10355645526014268
1772735066745333200,0.118333251953125,0.04209083675444126,-0.14241916028093546,0.10354796142643317
1772735066755360000,0.128360107421875,0.04823065468370914,-0.15290475232955067,0.10552823025714606
1772735066765386000,0.138385986328125,0.04299216950833797,-0.08236505254097283,0.0805806533422321
1772735066775413800,0.148413818359375,0.05435585956573486,-0.017769173185527325,0.04712475753473118
1772735066785440800,0.158440673828125,0.052554363101720805,-0.004038753996789455,0.014421561524365096
1772735066795467800,0.1684677734375,0.04072656266391277,-0.03120375123284757,-0.04346508424971252
1772735066805494800,0.178494873046875,0.054794250982999795,-0.04098861113358289,-0.09229058128772302
1772735066815520800,0.188520751953125,0.034897125858068465,-0.07514302886556834,-0.09756779103828593
1772735066825547800,0.1985478515625,0.040292847421765324,-0.09552344399541617,-0.10511798722213134
1772735066835574500,0.208574462890625,0.041647769162058826,-0.07532894335910678,-0.08038956948323175
1772735066845601800,0.218601806640625,0.048230070161819454,-0.05508665805831551,-0.03505408825175836
1772735066855628800,0.22862890625,0.030873277169466015,-0.03083959409557283,-0.004563837316818535
1772735066865654800,0.23865478515625,0.059901218733191486,0.0009458294827491044,0.01779169554458931
1772735066875681500,0.248681640625,0.05855623386502266,0.021446509991399944,0.047493426450341936
1772735066885708800,0.258708740234375,0.04210252719223499,0.029350524581596253,0.0509874060459435
1772735066895735800,0.26873583984375,0.043758477705717086,0.011658325622417032,0.030808669234346598
1772735066905762600,0.278762451171875,0.050343701314926145,-0.013262984340079128,-0.0023451931529678404
1772735066915788500,0.28878857421875,0.02310848838686943,-0.04901526572275906,-0.021126447724178432
1772735066925815800,0.29881591796875,0.034037878680229186,-0.06425207088645547,-0.06372346216877922
1772735066935842800,0.3088427734375,0.04242109162211418,-0.06702153559979052,-0.07093408766733482
1772735066945869600,0.31886962890625,0.03883388078510761,-0.06187876588385552,-0.08359380888463928
1772735066955896800,0.328896728515625,0.049307928526401514,-0.04418269446715712,-0.08588423964306711
1772735066965922800,0.3389228515625,0.04616612336933613,0.011639840117655694,-0.06120439201993867
1772735066975949800,0.34894970703125,0.03928279359638691,0.039142179549299175,-0.03838677633842453
1772735066985976600,0.3589765625,0.05066226574480533,0.05201747974604368,-0.01688418877823278
1772735066996003600,0.369003662109375,0.05200432800352573,0.02039564923159778,-0.0031299503224901854
1772735067006030800,0.37903076171875,0.044829906329512594,-0.024997224742919204,-0.012782251618430017
1772735067016056800,0.389056884765625,0.0493260487049818,-0.06564253886416554,-0.018733908298145977
1772735067026083600,0.39908349609375,0.048885903722047805,-0.10357537915632128,-0.024568660599924623
1772735067036110600,0.409110595703125,0.03377542835175991,-0.09640073828659951,-0.03206327240532264
1772735067046137900,0.419137939453125,0.039164720174670216,-0.04945654321685433,-0.06069779420467093
1772735067056164900,0.429164794921875,0.03572247076630592,0.020581746388226747,-0.07665310463495552
1772735067066190600,0.439190673828125,0.04500175576508045,0.0649199602106586,-0.08879347815327346
1772735067076217600,0.449217529296875,0.03572597789764404,0.05136917190514505,-0.09384022188251838
1772735067086244900,0.459244873046875,0.0524894811719656,0.005320062511600554,-0.08649658112144097
1772735067096272000,0.46927197265625,0.03558510812222957,-0.05273983920384198,-0.06338706982126459
1772735067106298600,0.479298583984375,0.042921442359685896,-0.09898764950726181,-0.03669043901562691
1772735067116324600,0.48932470703125,0.04397299723923206,-0.10142010081857442,-0.026937837416678666
1772735067126352000,0.499351806640625,0.061633741614222526,-0.07900207891389727,-0.037813780489750204
1772735067136379000,0.50937890625,0.04367898272871971,-0.02268522147350013,-0.013717139582056552
1772735067146405600,0.519405517578125,0.04427870218753814,-0.009880904153734445,-0.006855674581043422
1772735067156432600,0.5294326171875,0.030213351956009864,0.003904606223106384,-0.02839740684153512
1772735067166459000,0.539458984375,0.042186113822460174,0.010847301500476896,-0.041405594436638056
1772735067176486000,0.54948583984375,0.047128246399760244,0.009238222336024046,-0.029115875575505195
1772735067186512600,0.5595126953125,0.03471124789714813,-0.011907405012659729,-0.055389111603610215
1772735067196539600,0.56953955078125,0.03950374287068844,-0.03963365286067128,-0.04358021679567173
1772735067206567000,0.57956689453125,0.05805763669312,-0.08560231742914766,-0.049106286740768695
1772735067216593000,0.589593017578125,0.04773322655558586,-0.0909979293949902,-0.048996908082161096
1772735067226619600,0.59961962890625,0.04578910675048828,-0.09548040857128798,-0.05010433960109949
1772735067236646700,0.609646728515625,0.07422258955240249,-0.07436656460035591,-0.04511796602327376
1772735067246674000,0.619673828125,0.0417447997957468,-0.03578559913039207,-0.023566022896021603
1772735067256700700,0.62970068359375,0.05222060110270977,-0.02272025625426322,-0.00319006474558264
1772735067266726700,0.6397265625,0.031575872480869294,-0.034837139299139376,-0.007955872641596943
1772735067276753700,0.649753662109375,0.04025777610838413,-0.008127375017292797,0.0010382752728648483
1772735067286781000,0.659781005859375,0.05193243181109428,0.01895385292544961,0.008352415944822132
1772735067296807700,0.6698076171875,0.030534838995337484,-0.13742613776661455,-0.022527491894830016
1772735067306834700,0.679834716796875,0.04176175093054771,-0.04379482766073197,0.004415313957910985
1772735067316861700,0.68986181640625,0.04940203655064106,-0.008695712957158683,-0.006069401307869702
1772735067326888000,0.699887939453125,0.03519055584669113,-0.0006448372421786188,-0.03205344513105229
1772735067336914700,0.709914794921875,0.06093465343415737,-0.17897599951215087,-0.10057762211244553
1772735067346941700,0.719941650390625,0.03609481121003628,-0.22792185326050965,-0.0871292895344086
1772735067356968700,0.72996875,0.05958966856598854,0.03906692235600203,-0.013367339763697236
1772735067366995700,0.73999560546875,0.07066051315665245,-0.014803674443438648,-0.08058173105446621
1772735067377021700,0.750021728515625,0.027271453285217285,-0.26031043036375195,-0.1288326430749148
1772735067387048700,0.760048583984375,0.05569909086823463,0.07324103116914629,-0.014618819395825267
1772735067397075700,0.77007568359375,0.04536415933668613,0.15043065383359788,-0.017121504665445535
1772735067407102700,0.780102783203125,0.03369476433098316,-0.10133582006860524,-0.06467225079359486
1772735067417129700,0.790129638671875,0.05016016144156456,-0.017943360708653926,-0.016699772122036664
1772735067427155700,0.80015576171875,0.03699322135448455,0.013708718813583255,-0.010762874620035291
1772735067437182700,0.8101826171875,0.03669043901562691,-0.06317629488110542,-0.013959570035804062
1772735067447209700,0.820209716796875,0.06033025780022144,-0.17219477840680628,-0.009324548912607132
1772735067457236700,0.83023681640625,0.047753100299835205,-0.20798647848442195,-0.024998448585625735
1772735067467263700,0.840263671875,0.04429857593178749,-0.1559071490159258,0.005452200991287827
1772735067477289700,0.850289794921875,0.05057751007080078,-0.06540014494303613,0.016801771191786975
1772735067487316700,0.860316650390625,0.06674363197386264,0.020944844079576433,0.008452022128086536
1772735067497343700,0.87034375,0.07003332116901874,0.05760156348869204,0.017520934045501053
1772735067507370800,0.880370849609375,0.051175475963950154,0.06476294301804154,-0.013739753272663802
1772735067517397800,0.890397705078125,0.04354512721598148,0.02792282986603677,-0.041111123268399385
1772735067527424800,0.9004248046875,0.04580079718828201,-0.011440225892327726,-0.05052714985674247
1772735067537450800,0.91045068359375,0.054632338419556614,-0.037676344780437646,-0.08146594827678054
1772735067547477800,0.920477783203125,0.05688274769484997,-0.029442769442312416,-0.08355716666867956
1772735067557504800,0.9305048828125,0.052390696972608564,-0.03874145326130092,-0.09886968568339943
1772735067567531800,0.94053173828125,0.04624912547767162,-0.06880805369038134,-0.11195691159777342
1772735067577558800,0.950558837890625,0.05147942734658718,-0.06715820412412285,-0.08062915039276704
1772735067587584800,0.960584716796875,0.04743570491373539,-0.07007876774594188,-0.057083987621683624
1772735067597611800,0.97061181640625,0.04593465270102024,-0.05234349683001637,-0.03320643282476812
1772735067607638800,0.980638671875,0.051019993141293525,-0.027531090602092443,-0.021022969083394853
1772735067617665800,0.990665771484375,0.042941900625824925,-0.04497742504142224,0.006357588865794241
1772735067627692800,1.00069287109375,0.056258478316664695,-0.03715414753723889,0.028059498390369114
1772735067637718800,1.01071875,0.05161620546877384,-0.06349924322515725,0.014476707511395214
1772735067647745800,1.020745849609375,0.04757248303592205,-0.08717756738923489,0.0075483878192491825
1772735067657772800,1.030772705078125,0.04906944359540939,-0.06218191354889422,0.005860087672434747
1772735067667799800,1.0407998046875,0.04951601831912994,-0.05838445749469101,-0.024870310427621004
1772735067677826600,1.05082666015625,0.043833881029486654,-0.036083413033187385,-0.015636654668860137
1772735067687852500,1.0608525390625,0.04787701894044876,-0.03570635988172143,-0.0383993800916709
1772735067697879800,1.0708798828125,0.0381546663492918,-0.03147138919308781,-0.06799565959526226
1772735067707906800,1.08090673828125,0.037416415202617646,-0.028571904891915616,-0.052078635348752136
1772735067717933600,1.09093359375,0.04894610947668552,-0.018385624583438037,-0.07236686041681095
1772735067727960800,1.1009609375,0.047907998600602145,-0.004216960107907653,-0.057246429908089334
1772735067737987800,1.11098779296875,0.04717033197581768,-0.010649879232235253,-0.05897111654253676
1772735067748013800,1.121013916015625,0.04058452384471893,-0.02542768858205527,-0.06137604052610695
1772735067758040600,1.13104052734375,0.034302667096257206,-0.03187748577594757,-0.05541778970882296
1772735067768067800,1.14106787109375,0.04657353512644768,-0.05350446690078824,-0.09091408703643829
1772735067778094300,1.15109423828125,0.05031155261099338,-0.056018824341893196,-0.07754212589655071
1772735067788121300,1.161121337890625,0.04102992952466011,-0.048994624793529507,-0.03711198889594525
1772735067798147300,1.171147216796875,0.046263154003024096,-0.05006046392675489,-0.036918859210330994
1772735067808174300,1.18117431640625,0.049098085168004034,-0.036870946681685744,-0.028671949466597287
1772735067818201300,1.191201416015625,0.046999651584029196,-0.038662287077866495,0.004579162750113755
1772735067828228400,1.201228271484375,0.048046530288457866,-0.027250995019078253,-0.003846501094009727
1772735067838255400,1.21125537109375,0.05388765753209591,-0.014507358377985655,0.010755421965941786
1772735067848281300,1.22128125,0.059276949355006214,-0.027037388801015912,0.019367475227639076
1772735067858308400,1.231308349609375,0.045516135028004646,-0.040533889636024834,-0.0008903181695379316
1772735067868335400,1.24133544921875,0.04581891736686229,-0.04366648857332766,-0.017976240064948797
1772735067878362400,1.2513623046875,0.03759118724763393,-0.06733732355069369,-0.04001192985484376
1772735067888389400,1.261389404296875,0.0524064790636301,-0.05112688758186996,-0.04235021834298968
1772735067898416400,1.27141650390625,0.05270984592437744,-0.04015712874550372,-0.05639547563455999
1772735067908442400,1.2814423828125,0.05465688833892345,-0.01886164459735155,-0.06222566135907545
1772735067918469400,1.291469482421875,0.05151917483508586,-0.003293561652675271,-0.08312312263296917
1772735067928496400,1.301496337890625,0.051527358141541475,0.0006217851601541042,-0.06928770869979635
1772735067938523400,1.3115234375,0.04749824875593185,0.005957008708268404,-0.05965442263158038
1772735067948550400,1.32155029296875,0.04810790508687496,0.007134564587660134,-0.06505412625065073
1772735067958576400,1.331576416015625,0.0313531696408987,-0.01275236793681979,-0.043130865592975166
1772735067968603400,1.341603271484375,0.03539630755186081,-0.06753434396013618,-0.03672359236655757
1772735067978630400,1.35163037109375,0.051852936834096905,-0.07878189682457595,-0.02119165844749659
1772735067988657400,1.361657470703125,0.05888239707946777,-0.08656948196087032,-0.008298694729898125
1772735067998684400,1.371684326171875,0.05977905365824699,-0.07707867310326547,-0.0075119100000709295
1772735068008710400,1.38171044921875,0.055582771012187,-0.06368095646761357,0.004040818089712411
1772735068018737400,1.3917373046875,0.052441550377011294,-0.028088724484853445,0.0019983342103660107
1772735068028764200,1.40176416015625,0.05184124639630317,-0.022813633626140653,0.002457585752569139
1772735068038791400,1.41179150390625,0.048852585974335665,-0.007845050944574177,-0.01931247537108138
1772735068048818400,1.421818359375,0.049156537356972695,-0.0019303835406899452,-0.01716872307434678
1772735068058845200,1.43184521484375,0.040785599374771116,-0.022470921135693787,-0.04193741802470758
1772735068068871200,1.44187109375,0.04214052111506462,-0.039160920782387254,-0.05781063966210931
1772735068078898400,1.4518984375,0.050232642155885694,-0.04136223021894693,-0.06597191694900394
