version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version,fusion
3,iPhone 14 Pro Max,1772641388298,2026-03-04_16-23-08,Africa/Kigali,ios,1.54,e9f6febc-fc93-440a-8ad2-3005b68560b8,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false,18.3.2,system
